source,identifier,title,description
ACERT,CWE-916,CWE-916 (Use of Password Hash With Insufficient Computational Effort) is present in a module,"The software generates a hash for a password, but it uses a scheme that does not provide a sufficient level of computational effort that would make password cracking attacks infeasible or expensive."
ACERT,CWE-917,CWE-917 (Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection')) is present in a module,"The software constructs all or part of an expression language (EL) statement in a Java Server Page (JSP) using externally-influenced input from an upstream component, but it does not neutralize or incorrectly neutralizes special elements that could modify the intended EL statement before it is executed."
ACERT,CWE-918,CWE-918 (Server-Side Request Forgery (SSRF)) is present in a module,"The web server receives a URL or similar request from an upstream component and retrieves the contents of this URL, but it does not sufficiently ensure that the request is being sent to the expected destination."
ACERT,CWE-920,CWE-920 (Improper Restriction of Power Consumption) is present in a module,"The software operates in an environment in which power is a limited resource that cannot be automatically replenished, but the software does not properly restrict the amount of power that its operation consumes."
ACERT,CWE-921,CWE-921 (Storage of Sensitive Data in a Mechanism without Access Control) is present in a module,The software stores sensitive information in a file system or device that does not have built-in access control.
ACERT,CWE-922,CWE-922 (Insecure Storage of Sensitive Information) is present in a module,The software stores sensitive information without properly limiting read or write access by unauthorized actors.
ACERT,CWE-923,CWE-923 (Improper Restriction of Communication Channel to Intended Endpoints) is present in a module,"The software establishes a communication channel to (or from) an endpoint for privileged or protected operations, but it does not properly ensure that it is communicating with the correct endpoint."
ACERT,CWE-924,CWE-924 (Improper Enforcement of Message Integrity During Transmission in a Communication Channel) is present in a module,"The software establishes a communication channel with an endpoint and receives a message from that endpoint, but it does not sufficiently ensure that the message was not modified during transmission."
ACERT,CWE-925,CWE-925 (Improper Verification of Intent by Broadcast Receiver) is present in a module,The Android application uses a Broadcast Receiver that receives an Intent but does not properly verify that the Intent came from an authorized source.
ACERT,CWE-926,CWE-926 (Improper Export of Android Application Components) is present in a module,"The Android application exports a component for use by other applications, but does not properly restrict which applications can launch the component or access the data it contains."
ACERT,CWE-927,CWE-927 (Use of Implicit Intent for Sensitive Communication) is present in a module,The Android application uses an implicit intent for transmitting sensitive data to other applications.
ACERT,CWE-939,CWE-939 (Improper Authorization in Handler for Custom URL Scheme) is present in a module,"The software uses a handler for a custom URL scheme, but it does not properly restrict which actors can invoke the handler using the scheme."
ACERT,CWE-940,CWE-940 (Improper Verification of Source of a Communication Channel) is present in a module,"The software establishes a communication channel to handle an incoming request that has been initiated by an actor, but it does not properly verify that the request is coming from the expected origin."
ACERT,CWE-941,CWE-941 (Incorrectly Specified Destination in a Communication Channel) is present in a module,"The software creates a communication channel to initiate an outgoing request to an actor, but it does not correctly specify the intended destination for that actor."
ACERT,CWE-942,CWE-942 (Permissive Cross-domain Policy with Untrusted Domains) is present in a module,The software uses a cross-domain policy file that includes domains that should not be trusted.
ACERT,CWE-943,CWE-943 (Improper Neutralization of Special Elements in Data Query Logic) is present in a module,"The application generates a query intended to access or manipulate data in a data store such as a database, but it does not neutralize or incorrectly neutralizes special elements that can modify the intended logic of the query."
ACERT,CWE-1004,CWE-1004 (Sensitive Cookie Without 'HttpOnly' Flag) is present in a module,"The software uses a cookie to store sensitive information, but the cookie is not marked with the HttpOnly flag."
ACERT,CWE-1007,CWE-1007 (Insufficient Visual Distinction of Homoglyphs Presented to User) is present in a module,"The software displays information or identifiers to a user, but the display mechanism does not make it easy for the user to distinguish between visually similar or identical glyphs (homoglyphs), which may cause the user to misinterpret a glyph and perform an unintended, insecure action."
ACERT,CWE-1021,CWE-1021 (Improper Restriction of Rendered UI Layers or Frames) is present in a module,"The web application does not restrict or incorrectly restricts frame objects or UI layers that belong to another application or domain, which can lead to user confusion about which interface the user is interacting with."
ACERT,CWE-1022,CWE-1022 (Use of Web Link to Untrusted Target with window.opener Access) is present in a module,"The web application produces links to untrusted external sites outside of its sphere of control, but it does not properly prevent the external site from modifying security-critical properties of the window.opener object, such as the location property."
ACERT,CWE-1023,CWE-1023 (Incomplete Comparison with Missing Factors) is present in a module,"The software performs a comparison between entities that must consider multiple factors or characteristics of each entity, but the comparison does not include one or more of these factors."
ACERT,CWE-1024,CWE-1024 (Comparison of Incompatible Types) is present in a module,"The software performs a comparison between two entities, but the entities are of different, incompatible types that cannot be guaranteed to provide correct results when they are directly compared."
ACERT,CWE-1025,CWE-1025 (Comparison Using Wrong Factors) is present in a module,"The code performs a comparison between two entities, but the comparison examines the wrong factors or characteristics of the entities, which can lead to incorrect results and resultant weaknesses."
ACERT,CWE-1037,CWE-1037 (Processor Optimization Removal or Modification of Security-critical Code) is present in a module,"The developer builds a security-critical protection mechanism into the software, but the processor optimizes the execution of the program such that the mechanism is removed or modified."
ACERT,CWE-1038,CWE-1038 (Insecure Automated Optimizations) is present in a module,"The product uses a mechanism that automatically optimizes code, e.g. to improve a characteristic such as performance, but the optimizations can have an unintended side effect that might violate an intended security assumption."
ACERT,CWE-1039,CWE-1039 (Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations) is present in a module,"The product uses an automated mechanism such as machine learning to recognize complex data inputs (e.g. image or audio) as a particular concept or category, but it does not properly detect or handle inputs that have been modified or constructed in a way that causes the mechanism to detect a different, incorrect concept."
ACERT,CWE-1041,CWE-1041 (Use of Redundant Code) is present in a module,"The software has multiple functions, methods, procedures, macros, etc. that contain the same code."
ACERT,CWE-1042,CWE-1042 (Static Member Data Element outside of a Singleton Class Element) is present in a module,"The code contains a member element that is declared as static (but not final), in which its parent class element is not a singleton class - that is, a class element that can be used only once in the 'to' association of a Create action."
ACERT,CWE-1043,CWE-1043 (Data Element Aggregating an Excessively Large Number of Non-Primitive Elements) is present in a module,The software uses a data element that has an excessively large number of sub-elements with non-primitive data types such as structures or aggregated objects.
ACERT,CWE-1044,CWE-1044 (Architecture with Number of Horizontal Layers Outside of Expected Range) is present in a module,The software's architecture contains too many - or too few - horizontal layers.
ACERT,CWE-1045,CWE-1045 (Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor) is present in a module,"A parent class has a virtual destructor method, but the parent has a child class that does not have a virtual destructor."
ACERT,CWE-1046,CWE-1046 (Creation of Immutable Text Using String Concatenation) is present in a module,The software creates an immutable text string using string concatenation operations.
ACERT,CWE-1047,CWE-1047 (Modules with Circular Dependencies) is present in a module,"The software contains modules in which one module has references that cycle back to itself, i.e., there are circular dependencies."
ACERT,CWE-1048,CWE-1048 (Invokable Control Element with Large Number of Outward Calls) is present in a module,"The code contains callable control elements that contain an excessively large number of references to other application objects external to the context of the callable, i.e. a Fan-Out value that is excessively large."
ACERT,CWE-1049,CWE-1049 (Excessive Data Query Operations in a Large Data Table) is present in a module,The software performs a data query with a large number of joins and sub-queries on a large data table.
ACERT,CWE-1050,CWE-1050 (Excessive Platform Resource Consumption within a Loop) is present in a module,"The software has a loop body or loop condition that contains a control element that directly or indirectly consumes platform resources, e.g. messaging, sessions, locks, or file descriptors."
ACERT,CWE-1051,CWE-1051 (Initialization with Hard-Coded Network Resource Configuration Data) is present in a module,The software initializes data using hard-coded values that act as network resource identifiers.
ACERT,CWE-1052,CWE-1052 (Excessive Use of Hard-Coded Literals in Initialization) is present in a module,The software initializes a data element using a hard-coded literal that is not a simple integer or static constant element.
ACERT,CWE-1053,CWE-1053 (Missing Documentation for Design) is present in a module,The product does not have documentation that represents how it is designed.
ACERT,CWE-1054,CWE-1054 (Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer) is present in a module,"The code at one architectural layer invokes code that resides at a deeper layer than the adjacent layer, i.e., the invocation skips at least one layer, and the invoked code is not part of a vertical utility layer that can be referenced from any horizontal layer."
ACERT,CWE-1055,CWE-1055 (Multiple Inheritance from Concrete Classes) is present in a module,The software contains a class with inheritance from more than one concrete class.
ACERT,CWE-1056,CWE-1056 (Invokable Control Element with Variadic Parameters) is present in a module,A named-callable or method control element has a signature that supports a variable (variadic) number of parameters or arguments.
ACERT,CWE-1057,CWE-1057 (Data Access Operations Outside of Expected Data Manager Component) is present in a module,"The software uses a dedicated, central data manager component as required by design, but it contains code that performs data-access operations that do not use this data manager."
ACERT,CWE-1058,CWE-1058 (Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element) is present in a module,The code contains a function or method that operates in a multi-threaded environment but owns an unsafe non-final static storable or member data element.
ACERT,CWE-1059,CWE-1059 (Incomplete Documentation) is present in a module,"The documentation, whether on paper or in electronic form, does not contain descriptions of all the relevant elements of the product, such as its usage, structure, interfaces, design, implementation, configuration, operation, etc."
ACERT,CWE-1060,CWE-1060 (Excessive Number of Inefficient Server-Side Data Accesses) is present in a module,The software performs too many data queries without using efficient data processing functionality such as stored procedures.
ACERT,CWE-1061,CWE-1061 (Insufficient Encapsulation) is present in a module,"The software does not sufficiently hide the internal representation and implementation details of data or methods, which might allow external components or modules to modify data unexpectedly, invoke unexpected functionality, or introduce dependencies that the programmer did not intend."
ACERT,CWE-1062,CWE-1062 (Parent Class with References to Child Class) is present in a module,"The code has a parent class that contains references to a child class, its methods, or its members."
ACERT,CWE-1063,CWE-1063 (Creation of Class Instance within a Static Code Block) is present in a module,A static code block creates an instance of a class.
ACERT,CWE-1064,CWE-1064 (Invokable Control Element with Signature Containing an Excessive Number of Parameters) is present in a module,"The software contains a function, subroutine, or method whose signature has an unnecessarily large number of parameters/arguments."
ACERT,CWE-1065,CWE-1065 (Runtime Resource Management Control Element in a Component Built to Run on Application Servers) is present in a module,"The application uses deployed components from application servers, but it also uses low-level functions/methods for management of resources, instead of the API provided by the application server."
ACERT,CWE-1066,CWE-1066 (Missing Serialization Control Element) is present in a module,The software contains a serializable data element that does not have an associated serialization method.
ACERT,CWE-1067,CWE-1067 (Excessive Execution of Sequential Searches of Data Resource) is present in a module,The software contains a data query against an SQL table or view that is configured in a way that does not utilize an index and may cause sequential searches to be performed.
ACERT,CWE-1068,CWE-1068 (Inconsistency Between Implementation and Documented Design) is present in a module,The implementation of the product is not consistent with the design as described within the relevant documentation.
ACERT,CWE-1069,CWE-1069 (Empty Exception Block) is present in a module,"An invokable code block contains an exception handling block that does not contain any code, i.e. is empty."
ACERT,CWE-1070,CWE-1070 (Serializable Data Element Containing non-Serializable Item Elements) is present in a module,"The software contains a serializable, storable data element such as a field or member, but the data element contains member elements that are not serializable."
ACERT,CWE-1071,CWE-1071 (Empty Code Block) is present in a module,"The source code contains a block that does not contain any code, i.e., the block is empty."
ACERT,CWE-1072,CWE-1072 (Data Resource Access without Use of Connection Pooling) is present in a module,The software accesses a data resource through a database without using a connection pooling capability.
ACERT,CWE-1073,CWE-1073 (Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses) is present in a module,"The software contains a client with a function or method that contains a large number of data accesses/queries that are sent through a data manager, i.e., does not use efficient database capabilities."
ACERT,CWE-1074,CWE-1074 (Class with Excessively Deep Inheritance) is present in a module,"A class has an inheritance level that is too high, i.e., it has a large number of parent classes."
ACERT,CWE-1075,CWE-1075 (Unconditional Control Flow Transfer outside of Switch Block) is present in a module,The software performs unconditional control transfer (such as a goto) in code outside of a branching structure such as a switch block.
ACERT,CWE-1076,CWE-1076 (Insufficient Adherence to Expected Conventions) is present in a module,"The product's architecture, source code, design, documentation, or other artifact does not follow required conventions."
ACERT,CWE-1077,CWE-1077 (Floating Point Comparison with Incorrect Operator) is present in a module,"The code performs a comparison such as an equality test between two float (floating point) values, but it uses comparison operators that do not account for the possibility of loss of precision."
ACERT,CWE-1078,CWE-1078 (Inappropriate Source Code Style or Formatting) is present in a module,"The source code does not follow desired style or formatting for indentation, white space, comments, etc."
ACERT,CWE-1079,CWE-1079 (Parent Class without Virtual Destructor Method) is present in a module,"A parent class contains one or more child classes, but the parent class does not have a virtual destructor method."
ACERT,CWE-1080,CWE-1080 (Source Code File with Excessive Number of Lines of Code) is present in a module,A source code file has too many lines of code.
ACERT,CWE-1082,CWE-1082 (Class Instance Self Destruction Control Element) is present in a module,The code contains a class instance that calls the method or function to delete or destroy itself.
ACERT,CWE-1083,CWE-1083 (Data Access from Outside Expected Data Manager Component) is present in a module,"The software is intended to manage data access through a particular data manager component such as a relational or non-SQL database, but it contains code that performs data access operations without using that component."
ACERT,CWE-1084,CWE-1084 (Invokable Control Element with Excessive File or Data Access Operations) is present in a module,A function or method contains too many operations that utilize a data manager or file resource.
ACERT,CWE-1085,CWE-1085 (Invokable Control Element with Excessive Volume of Commented-out Code) is present in a module,"A function, method, procedure, etc. contains an excessive amount of code that has been commented out within its body."
ACERT,CWE-1086,CWE-1086 (Class with Excessive Number of Child Classes) is present in a module,A class contains an unnecessarily large number of children.
ACERT,CWE-1087,CWE-1087 (Class with Virtual Method without a Virtual Destructor) is present in a module,"A class contains a virtual method, but the method does not have an associated virtual destructor."
ACERT,CWE-1088,CWE-1088 (Synchronous Access of Remote Resource without Timeout) is present in a module,"The code has a synchronous call to a remote resource, but there is no timeout for the call, or the timeout is set to infinite."
ACERT,CWE-1089,CWE-1089 (Large Data Table with Excessive Number of Indices) is present in a module,The software uses a large data table that contains an excessively large number of indices.
ACERT,CWE-1090,CWE-1090 (Method Containing Access of a Member Element from Another Class) is present in a module,A method for a class performs an operation that directly accesses a member element from another class.
ACERT,CWE-1091,CWE-1091 (Use of Object without Invoking Destructor Method) is present in a module,The software contains a method that accesses an object but does not later invoke the element's associated finalize/destructor method.
ACERT,CWE-1092,CWE-1092 (Use of Same Invokable Control Element in Multiple Architectural Layers) is present in a module,The software uses the same control element across multiple architectural layers.
ACERT,CWE-1093,CWE-1093 (Excessively Complex Data Representation) is present in a module,The software uses an unnecessarily complex internal representation for its data structures or interrelationships between those structures.
ACERT,CWE-1094,CWE-1094 (Excessive Index Range Scan for a Data Resource) is present in a module,"The software contains an index range scan for a large data table, but the scan can cover a large number of rows."
ACERT,CWE-1095,CWE-1095 (Loop Condition Value Update within the Loop) is present in a module,The software uses a loop with a control flow condition based on a value that is updated within the body of the loop.
ACERT,CWE-1096,CWE-1096 (Singleton Class Instance Creation without Proper Locking or Synchronization) is present in a module,The software implements a Singleton design pattern but does not use appropriate locking or other synchronization mechanism to ensure that the singleton class is only instantiated once.
ACERT,CWE-1097,CWE-1097 (Persistent Storable Data Element without Associated Comparison Control Element) is present in a module,The software uses a storable data element that does not have all of the associated functions or methods that are necessary to support comparison.
ACERT,CWE-1098,CWE-1098 (Data Element containing Pointer Item without Proper Copy Control Element) is present in a module,The code contains a data element with a pointer that does not have an associated copy or constructor method.
ACERT,CWE-1099,CWE-1099 (Inconsistent Naming Conventions for Identifiers) is present in a module,"The product's code, documentation, or other artifacts do not consistently use the same naming conventions for variables, callables, groups of related callables, I/O capabilities, data types, file names, or similar types of elements."
ACERT,CWE-1100,CWE-1100 (Insufficient Isolation of System-Dependent Functions) is present in a module,The product or code does not isolate system-dependent functionality into separate standalone modules.
ACERT,CWE-1101,CWE-1101 (Reliance on Runtime Component in Generated Code) is present in a module,The product uses automatically-generated code that cannot be executed without a specific runtime support component.
ACERT,CWE-1102,CWE-1102 (Reliance on Machine-Dependent Data Representation) is present in a module,"The code uses a data representation that relies on low-level data representation or constructs that may vary across different processors, physical machines, OSes, or other physical components."
ACERT,CWE-1103,CWE-1103 (Use of Platform-Dependent Third Party Components) is present in a module,The product relies on third-party software components that do not provide equivalent functionality across all desirable platforms.
ACERT,CWE-1104,CWE-1104 (Use of Unmaintained Third Party Components) is present in a module,The product relies on third-party components that are not actively supported or maintained by the original developer or a trusted proxy for the original developer.
ACERT,CWE-1105,CWE-1105 (Insufficient Encapsulation of Machine-Dependent Functionality) is present in a module,"The product or code uses machine-dependent functionality, but it does not sufficiently encapsulate or isolate this functionality from the rest of the code."
ACERT,CWE-1106,CWE-1106 (Insufficient Use of Symbolic Constants) is present in a module,"The source code uses literal constants that may need to change or evolve over time, instead of using symbolic constants."
ACERT,CWE-1107,CWE-1107 (Insufficient Isolation of Symbolic Constant Definitions) is present in a module,"The source code uses symbolic constants, but it does not sufficiently place the definitions of these constants into a more centralized or isolated location."
ACERT,CWE-1108,CWE-1108 (Excessive Reliance on Global Variables) is present in a module,"The code is structured in a way that relies too much on using or setting global variables throughout various points in the code, instead of preserving the associated information in a narrower, more local context."
ACERT,CWE-1109,CWE-1109 (Use of Same Variable for Multiple Purposes) is present in a module,"The code contains a callable, block, or other code element in which the same variable is used to control more than one unique task or store more than one instance of data."
ACERT,CWE-1110,CWE-1110 (Incomplete Design Documentation) is present in a module,"The product's design documentation does not adequately describe control flow, data flow, system initialization, relationships between tasks, components, rationales, or other important aspects of the design."
ACERT,CWE-1111,CWE-1111 (Incomplete I/O Documentation) is present in a module,"The product's documentation does not adequately define inputs, outputs, or system/software interfaces."
ACERT,CWE-1112,CWE-1112 (Incomplete Documentation of Program Execution) is present in a module,The document does not fully define all mechanisms that are used to control or influence how product-specific programs are executed.
ACERT,CWE-1113,CWE-1113 (Inappropriate Comment Style) is present in a module,The source code uses comment styles or formats that are inconsistent or do not follow expected standards for the product.
ACERT,CWE-1114,CWE-1114 (Inappropriate Whitespace Style) is present in a module,The source code contains whitespace that is inconsistent across the code or does not follow expected standards for the product.
ACERT,CWE-1115,CWE-1115 (Source Code Element without Standard Prologue) is present in a module,The source code contains elements such as source files that do not consistently provide a prologue or header that has been standardized for the project.
ACERT,CWE-1116,CWE-1116 (Inaccurate Comments) is present in a module,The source code contains comments that do not accurately describe or explain aspects of the portion of the code with which the comment is associated.
ACERT,CWE-1117,CWE-1117 (Callable with Insufficient Behavioral Summary) is present in a module,"The code contains a function or method whose signature and/or associated inline documentation does not sufficiently describe the callable's inputs, outputs, side effects, assumptions, or return codes."
ACERT,CWE-1118,CWE-1118 (Insufficient Documentation of Error Handling Techniques) is present in a module,"The documentation does not sufficiently describe the techniques that are used for error handling, exception processing, or similar mechanisms."
ACERT,CWE-1119,CWE-1119 (Excessive Use of Unconditional Branching) is present in a module,The code uses too many unconditional branches (such as goto).
ACERT,CWE-1120,CWE-1120 (Excessive Code Complexity) is present in a module,"The code is too complex, as calculated using a well-defined, quantitative measure."
ACERT,CWE-1121,CWE-1121 (Excessive McCabe Cyclomatic Complexity) is present in a module,The code contains McCabe cyclomatic complexity that exceeds a desirable maximum.
ACERT,CWE-1122,CWE-1122 (Excessive Halstead Complexity) is present in a module,The code is structured in a way that a Halstead complexity measure exceeds a desirable maximum.
ACERT,CWE-1123,CWE-1123 (Excessive Use of Self-Modifying Code) is present in a module,The product uses too much self-modifying code.
ACERT,CWE-1124,CWE-1124 (Excessively Deep Nesting) is present in a module,The code contains a callable or other code grouping in which the nesting / branching is too deep.
ACERT,CWE-1125,CWE-1125 (Excessive Attack Surface) is present in a module,The product has an attack surface whose quantitative measurement exceeds a desirable maximum.
ACERT,CWE-1126,CWE-1126 (Declaration of Variable with Unnecessarily Wide Scope) is present in a module,"The source code declares a variable in one scope, but the variable is only used within a narrower scope."
ACERT,CWE-1127,CWE-1127 (Compilation with Insufficient Warnings or Errors) is present in a module,"The code is compiled without sufficient warnings enabled, which may prevent the detection of subtle bugs or quality issues."
ACERT,CWE-1164,CWE-1164 (Irrelevant Code) is present in a module,"The program contains code that is not essential for execution, i.e. makes no state changes and has no side effects that alter data or control flow, such that removal of the code would have no impact to functionality or correctness."
ACERT,CWE-1173,CWE-1173 (Improper Use of Validation Framework) is present in a module,"The application does not use, or incorrectly uses, an input validation framework that is provided by the source language or an independent library."
ACERT,CWE-1174,CWE-1174 (ASP.NET Misconfiguration: Improper Model Validation) is present in a module,"The ASP.NET application does not use, or incorrectly uses, the model validation framework."
ACERT,CWE-1176,CWE-1176 (Inefficient CPU Computation) is present in a module,"The program performs CPU computations using algorithms that are not as efficient as they could be for the needs of the developer, i.e., the computations can be optimized further."
ACERT,CWE-1177,CWE-1177 (Use of Prohibited Code) is present in a module,"The software uses a function, library, or third party component that has been explicitly prohibited, whether by the developer or the customer."
ACERT,CWE-1188,CWE-1188 (Insecure Default Initialization of Resource) is present in a module,"The software initializes or sets a resource with a default that is intended to be changed by the administrator, but the default is not secure."
ACERT,CWE-1189,CWE-1189 (Improper Isolation of Shared Resources on System-on-a-Chip (SoC)) is present in a module,The System-On-a-Chip (SoC) does not properly isolate shared resources between trusted and untrusted agents.
ACERT,CWE-1190,CWE-1190 (DMA Device Enabled Too Early in Boot Phase) is present in a module,"The product enables a Direct Memory Access (DMA) capable device before the security configuration settings are established, which allows an attacker to extract data from or gain privileges on the product."
ACERT,CWE-1191,CWE-1191 (On-Chip Debug and Test Interface With Improper Access Control) is present in a module,The chip does not implement or does not correctly perform access control to check whether users are authorized to access internal registers and test modes through the physical debug/test interface.
ACERT,CWE-1192,"CWE-1192 (System-on-Chip (SoC) Using Components without Unique, Immutable Identifiers) is present in a module","The System-on-Chip (SoC) does not have unique, immutable identifiers for each of its components."
ACERT,CWE-1193,CWE-1193 (Power-On of Untrusted Execution Core Before Enabling Fabric Access Control) is present in a module,The product enables components that contain untrusted firmware before memory and fabric access controls have been enabled.
ACERT,CWE-1204,CWE-1204 (Generation of Weak Initialization Vector (IV)) is present in a module,"The product uses a cryptographic primitive that uses an Initialization Vector (IV), but the product does not generate IVs that are sufficiently unpredictable or unique according to the expected cryptographic requirements for that primitive."
ACERT,CWE-1209,CWE-1209 (Failure to Disable Reserved Bits) is present in a module,"The reserved bits in a hardware design are not disabled prior to production. Typically, reserved bits are used for future capabilities and should not support any functional logic in the design. However, designers might covertly use these bits to debug or further develop new capabilities in production hardware. Adversaries with access to these bits will write to them in hopes of compromising hardware state."
ACERT,CWE-1220,CWE-1220 (Insufficient Granularity of Access Control) is present in a module,"The product implements access controls via a policy or other feature with the intention to disable or restrict accesses (reads and/or writes) to assets in a system from untrusted agents. However, implemented access controls lack required granularity, which renders the control policy too broad because it allows accesses from unauthorized agents to the security-sensitive assets."
ACERT,CWE-1221,CWE-1221 (Incorrect Register Defaults or Module Parameters) is present in a module,Hardware description language code incorrectly defines register defaults or hardware IP parameters to insecure values.
ACERT,CWE-1222,CWE-1222 (Insufficient Granularity of Address Regions Protected by Register Locks) is present in a module,The product defines a large address region protected from modification by the same register lock control bit. This results in a conflict between the functional requirement that some addresses need to be writable by software during operation and the security requirement that the system configuration lock bit must be set during the boot process.
ACERT,CWE-1223,CWE-1223 (Race Condition for Write-Once Attributes) is present in a module,"A write-once register in hardware design is programmable by an untrusted software component earlier than the trusted software component, resulting in a race condition issue."
ACERT,CWE-1224,CWE-1224 (Improper Restriction of Write-Once Bit Fields) is present in a module,"The hardware design control register sticky bits or write-once bit fields are improperly implemented, such that they can be reprogrammed by software."
ACERT,CWE-1229,CWE-1229 (Creation of Emergent Resource) is present in a module,"The product manages resources or behaves in a way that indirectly creates a new, distinct resource that can be used by attackers in violation of the intended policy."
ACERT,CWE-1230,CWE-1230 (Exposure of Sensitive Information Through Metadata) is present in a module,"The product prevents direct access to a resource containing sensitive information, but it does not sufficiently limit access to metadata that is derived from the original, sensitive information."
ACERT,CWE-1231,CWE-1231 (Improper Prevention of Lock Bit Modification) is present in a module,"The product uses a trusted lock bit for restricting access to registers, address regions, or other resources, but the product does not prevent the value of the lock bit from being modified after it has been set."
ACERT,CWE-1232,CWE-1232 (Improper Lock Behavior After Power State Transition) is present in a module,"Register lock bit protection disables changes to system configuration once the bit is set. Some of the protected registers or lock bits become programmable after power state transitions (e.g., Entry and wake from low power sleep modes) causing the system configuration to be changeable."
ACERT,CWE-1233,CWE-1233 (Security-Sensitive Hardware Controls with Missing Lock Bit Protection) is present in a module,"The product uses a register lock bit protection mechanism, but it does not ensure that the lock bit prevents modification of system registers or controls that perform changes to important hardware system configuration."
ACERT,CWE-1234,CWE-1234 (Hardware Internal or Debug Modes Allow Override of Locks) is present in a module,System configuration protection may be bypassed during debug mode.
ACERT,CWE-1235,CWE-1235 (Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations) is present in a module,"The code uses boxed primitives, which may introduce inefficiencies into performance-critical operations."
ACERT,CWE-1236,CWE-1236 (Improper Neutralization of Formula Elements in a CSV File) is present in a module,"The software saves user-provided information into a Comma-Separated Value (CSV) file, but it does not neutralize or incorrectly neutralizes special elements that could be interpreted as a command when the file is opened by spreadsheet software."
ACERT,CWE-1239,CWE-1239 (Improper Zeroization of Hardware Register) is present in a module,The hardware product does not properly clear sensitive information from built-in registers when the user of the hardware block changes.
ACERT,CWE-1240,CWE-1240 (Use of a Cryptographic Primitive with a Risky Implementation) is present in a module,"To fulfill the need for a cryptographic primitive, the product implements a cryptographic algorithm using a non-standard, unproven, or disallowed/non-compliant cryptographic implementation."
ACERT,CWE-1241,CWE-1241 (Use of Predictable Algorithm in Random Number Generator) is present in a module,The device uses an algorithm that is predictable and generates a pseudo-random number.
ACERT,CWE-1242,CWE-1242 (Inclusion of Undocumented Features or Chicken Bits) is present in a module,The device includes chicken bits or undocumented features that can create entry points for unauthorized actors.
ACERT,CWE-1243,CWE-1243 (Sensitive Non-Volatile Information Not Protected During Debug) is present in a module,Access to security-sensitive information stored in fuses is not limited during debug.
ACERT,CWE-1244,CWE-1244 (Internal Asset Exposed to Unsafe Debug Access Level or State) is present in a module,"The product uses physical debug or test interfaces with support for multiple access levels, but it assigns the wrong debug access level to an internal asset, providing unintended access to the asset from untrusted debug agents."
ACERT,CWE-1245,CWE-1245 (Improper Finite State Machines (FSMs) in Hardware Logic) is present in a module,"Faulty finite state machines (FSMs) in the hardware logic allow an attacker to put the system in an undefined state, to cause a denial of service (DoS) or gain privileges on the victim's system."
ACERT,CWE-1246,CWE-1246 (Improper Write Handling in Limited-write Non-Volatile Memories) is present in a module,The product does not implement or incorrectly implements wear leveling operations in limited-write non-volatile memories.
ACERT,CWE-1247,CWE-1247 (Improper Protection Against Voltage and Clock Glitches) is present in a module,The device does not contain or contains incorrectly implemented circuitry or sensors to detect and mitigate voltage and clock glitches and protect sensitive information or software contained on the device.
ACERT,CWE-1248,CWE-1248 (Semiconductor Defects in Hardware Logic with Security-Sensitive Implications) is present in a module,The security-sensitive hardware module contains semiconductor defects.
ACERT,CWE-1249,CWE-1249 (Application-Level Admin Tool with Inconsistent View of Underlying Operating System) is present in a module,"The product provides an application for administrators to manage parts of the underlying operating system, but the application does not accurately identify all of the relevant entities or resources that exist in the OS; that is, the application's model of the OS's state is inconsistent with the OS's actual state."
ACERT,CWE-1250,CWE-1250 (Improper Preservation of Consistency Between Independent Representations of Shared State) is present in a module,The product has or supports multiple distributed components or sub-systems that are each required to keep their own local copy of shared data - such as state or cache - but the product does not ensure that all local copies remain consistent with each other.
ACERT,CWE-1251,CWE-1251 (Mirrored Regions with Different Values) is present in a module,The product's architecture mirrors regions without ensuring that their contents always stay in sync.
ACERT,CWE-1252,CWE-1252 (CPU Hardware Not Configured to Support Exclusivity of Write and Execute Operations) is present in a module,The CPU is not configured to provide hardware support for exclusivity of write and execute operations on memory. This allows an attacker to execute data from all of memory.
ACERT,CWE-1253,CWE-1253 (Incorrect Selection of Fuse Values) is present in a module,The logic level used to set a system to a secure state relies on a fuse being unblown. An attacker can set the system to an insecure state merely by blowing the fuse.
ACERT,CWE-1254,CWE-1254 (Incorrect Comparison Logic Granularity) is present in a module,"The product's comparison logic is performed over a series of steps rather than across the entire string in one operation. If there is a comparison logic failure on one of these steps, the operation may be vulnerable to a timing attack that can result in the interception of the process for nefarious purposes."
ACERT,CWE-1255,CWE-1255 (Comparison Logic is Vulnerable to Power Side-Channel Attacks) is present in a module,A device's real time power consumption may be monitored during security token evaluation and the information gleaned may be used to determine the value of the reference token.
ACERT,CWE-1256,CWE-1256 (Improper Restriction of Software Interfaces to Hardware Features) is present in a module,"The product provides software-controllable device functionality for capabilities such as power and clock management, but it does not properly limit functionality that can lead to modification of hardware memory or register bits, or the ability to observe physical side channels."
